Recipe 0001, score: 7101012451.
Recipe 1645, score: 0542132616.
Recipe 1646, score: 5421326162.
Recipe 1647, score: 4213261629.
Recipe 1648, score: 2132616291.
Recipe 1649, score: 1326162916.
Recipe 1650, score: 3261629168.
Recipe 1651, score: 2616291681.
Recipe 1652, score: 6162916817.
Recipe 1653, score: 1629168179.
Recipe 1654, score: 6291681793.
Recipe 1655, score: 2916817939.
Recipe 1656, score: 9168179391.
Recipe 1657, score: 1681793916.
Recipe 1658, score: 6817939161.
Recipe 1659, score: 8179391611.
Recipe 1660, score: 1793916119.
Recipe 1661, score: 7939161191.
Recipe 1662, score: 9391611914.
Recipe 1663, score: 3916119145.
Recipe 1664, score: 9161191458.
Recipe 1665, score: 1611914587.
Recipe 1666, score: 6119145871.
Recipe 1667, score: 1191458710.
Recipe 1668, score: 1914587101.
Recipe 1669, score: 9145871012.
Recipe 1670, score: 1458710121.
Recipe 1671, score: 4587101210.
Recipe 1672, score: 5871012109.
Recipe 1673, score: 8710121096.
Recipe 1674, score: 7101210962.
Recipe 1675, score: 1012109625.
Recipe 1676, score: 0121096256.
Recipe 1677, score: 1210962567.
Recipe 1678, score: 2109625673.
Recipe 1679, score: 1096256731.
Recipe 1680, score: 0962567310.
Recipe 1681, score: 9625673107.
Recipe 1682, score: 6256731078.
Recipe 1683, score: 2567310782.
Recipe 1684, score: 5673107825.
Recipe 1685, score: 6731078253.
Recipe 1686, score: 7310782534.
Recipe 1687, score: 3107825343.
Recipe 1688, score: 1078253431.
Recipe 1689, score: 0782534314.
Recipe 1690, score: 7825343145.
Recipe 1691, score: 8253431451.
Recipe 1692, score: 2534314511.
Recipe 1693, score: 5343145111.
Recipe 1694, score: 3431451119.
Recipe 1695, score: 4314511194.
Recipe 1696, score: 3145111941.
Recipe 1697, score: 1451119415.
Recipe 1698, score: 4511194158.
Recipe 1699, score: 5111941581.
Recipe 1700, score: 1119415810.
Recipe 1701, score: 1194158105.
Recipe 1702, score: 1941581051.
Recipe 1703, score: 9415810518.
Recipe 1704, score: 4158105181.
Recipe 1705, score: 1581051814.
Recipe 1706, score: 5810518142.
Recipe 1707, score: 8105181425.
Recipe 1708, score: 1051814251.
Recipe 1709, score: 0518142510.
Recipe 1710, score: 5181425101.
Recipe 1711, score: 1814251016.
Recipe 1712, score: 8142510166.
Recipe 1713, score: 1425101664.
Recipe 1714, score: 4251016647.
Recipe 1715, score: 2510166472.
Recipe 1716, score: 5101664725.
Recipe 1717, score: 1016647251.
Recipe 1718, score: 0166472518.
Recipe 1719, score: 1664725188.
Recipe 1720, score: 6647251881.
Recipe 1721, score: 6472518810.
Recipe 1722, score: 4725188109.
Recipe 1723, score: 7251881098.
Recipe 1724, score: 2518810985.
Recipe 1725, score: 5188109851.
Recipe 1726, score: 1881098511.
Recipe 1727, score: 8810985118.
Recipe 1728, score: 8109851181.
Recipe 1729, score: 1098511812.
Recipe 1730, score: 0985118126.
Recipe 1731, score: 9851181262.
Recipe 1732, score: 8511812621.
Recipe 1733, score: 5118126218.
Recipe 1734, score: 1181262183.
Recipe 1735, score: 1812621831.
Recipe 1736, score: 8126218314.
Recipe 1737, score: 1262183147.
Recipe 1738, score: 2621831477.
Recipe 1739, score: 6218314771.
Recipe 1740, score: 2183147714.
Recipe 1741, score: 1831477142.
Recipe 1742, score: 8314771427.
Recipe 1743, score: 3147714278.
Recipe 1744, score: 1477142788.
Recipe 1745, score: 4771427887.
Recipe 1746, score: 7714278871.
Recipe 1747, score: 7142788717.
Recipe 1748, score: 1427887176.
Recipe 1749, score: 4278871762.
Recipe 1750, score: 2788717629.
Recipe 1751, score: 7887176299.
Recipe 1752, score: 8871762992.
Recipe 1753, score: 8717629921.
Recipe 1754, score: 7176299214.
Recipe 1755, score: 1762992149.
Recipe 1756, score: 7629921491.
Recipe 1757, score: 6299214910.
Recipe 1758, score: 2992149106.
Recipe 1759, score: 9921491061.
Recipe 1760, score: 9214910610.
Recipe 1761, score: 2149106101.
Recipe 1762, score: 1491061010.
Recipe 1763, score: 4910610103.
Recipe 1764, score: 9106101031.
Recipe 1765, score: 1061010311.
Recipe 1766, score: 0610103111.
Recipe 1767, score: 6101031113.
Recipe 1768, score: 1010311131.
Recipe 1769, score: 0103111310.
Recipe 1770, score: 1031113109.
Recipe 1771, score: 0311131091.
Recipe 1772, score: 3111310913.
Recipe 1773, score: 1113109138.
Recipe 1774, score: 1131091382.
Recipe 1775, score: 1310913827.
Recipe 1776, score: 3109138271.
Recipe 1777, score: 1091382712.
Recipe 1778, score: 0913827121.
Recipe 1779, score: 9138271215.
Recipe 1780, score: 1382712154.
Recipe 1781, score: 3827121546.
Recipe 1782, score: 8271215462.
Recipe 1783, score: 2712154626.
Recipe 1784, score: 7121546261.
Recipe 1785, score: 1215462616.
Recipe 1786, score: 2154626162.
Recipe 1787, score: 1546261621.
Recipe 1788, score: 5462616210.
Recipe 1789, score: 4626162104.
Recipe 1790, score: 6261621041.
Recipe 1791, score: 2616210416.
Recipe 1792, score: 6162104161.
Recipe 1793, score: 1621041615.
Recipe 1794, score: 6210416159.
Recipe 1795, score: 2104161592.
Recipe 1796, score: 1041615928.
Recipe 1797, score: 0416159285.
Recipe 1798, score: 4161592856.
Recipe 1799, score: 1615928562.
Recipe 1800, score: 6159285626.
Recipe 1801, score: 1592856261.
Recipe 1802, score: 5928562612.
Recipe 1803, score: 9285626121.
Recipe 1804, score: 2856261210.
Recipe 1805, score: 8562612101.
Recipe 1806, score: 5626121019.
Recipe 1807, score: 6261210191.
Recipe 1808, score: 2612101910.
Recipe 1809, score: 6121019108.
Recipe 1810, score: 1210191087.
Recipe 1811, score: 2101910879.
Recipe 1812, score: 1019108792.
Recipe 1813, score: 0191087928.
Recipe 1814, score: 1910879281.
Recipe 1815, score: 9108792812.
Recipe 1816, score: 1087928121.
Recipe 1817, score: 0879281210.
Recipe 1818, score: 8792812108.
Recipe 1819, score: 7928121089.
Recipe 1820, score: 9281210899.
Recipe 1821, score: 2812108997.
Recipe 1822, score: 8121089972.
Recipe 1823, score: 1210899721.
Recipe 1824, score: 2108997214.
Recipe 1825, score: 1089972145.
Recipe 1826, score: 0899721457.
Recipe 1827, score: 8997214572.
Recipe 1828, score: 9972145723.
Recipe 1829, score: 9721457233.
Recipe 1830, score: 7214572338.
Recipe 1831, score: 2145723383.
Recipe 1832, score: 1457233837.
Recipe 1833, score: 4572338372.
Recipe 1834, score: 5723383729.
Recipe 1835, score: 7233837299.
Recipe 1836, score: 2338372997.
Recipe 1837, score: 3383729971.
Recipe 1838, score: 3837299711.
Recipe 1839, score: 8372997111.
Recipe 1840, score: 3729971112.
Recipe 1841, score: 7299711128.
Recipe 1842, score: 2997111286.
Recipe 1843, score: 9971112861.
Recipe 1844, score: 9711128610.
Recipe 1845, score: 7111286103.
Recipe 1846, score: 1112861031.
Recipe 1847, score: 1128610312.
Recipe 1848, score: 1286103126.
Recipe 1849, score: 2861031268.
Recipe 1850, score: 8610312681.
Recipe 1851, score: 6103126810.
Recipe 1852, score: 1031268108.
Recipe 1853, score: 0312681081.
Recipe 1854, score: 3126810814.
Recipe 1855, score: 1268108141.
Recipe 1856, score: 2681081410.
Recipe 1857, score: 6810814101.
Recipe 1858, score: 8108141011.
Recipe 1859, score: 1081410112.
Recipe 1860, score: 0814101128.
Recipe 1861, score: 8141011281.
Recipe 1862, score: 1410112810.
Recipe 1863, score: 4101128101.
Recipe 1864, score: 1011281013.
Recipe 1865, score: 0112810131.
Recipe 1866, score: 1128101315.
Recipe 1867, score: 1281013155.
Recipe 1868, score: 2810131558.
Recipe 1869, score: 8101315581.
Recipe 1870, score: 1013155815.
Recipe 1871, score: 0131558151.
Recipe 1872, score: 1315581515.
Recipe 1873, score: 3155815151.
Recipe 1874, score: 1558151512.
Recipe 1875, score: 5581515121.
Recipe 1876, score: 5815151214.
Recipe 1877, score: 8151512142.
Recipe 1878, score: 1515121428.
Recipe 1879, score: 5151214283.
Recipe 1880, score: 1512142836.
Recipe 1881, score: 5121428361.
Recipe 1882, score: 1214283611.
Recipe 1883, score: 2142836119.
Recipe 1884, score: 1428361193.
Recipe 1885, score: 4283611933.
Recipe 1886, score: 2836119338.
Recipe 1887, score: 8361193381.
Recipe 1888, score: 3611933811.
Recipe 1889, score: 6119338119.
Recipe 1890, score: 1193381191.
Recipe 1891, score: 1933811910.
Recipe 1892, score: 9338119109.
Recipe 1893, score: 3381191094.
Recipe 1894, score: 3811910949.
Recipe 1895, score: 8119109498.
Recipe 1896, score: 1191094983.
Recipe 1897, score: 1910949834.
Recipe 1898, score: 9109498341.
Recipe 1899, score: 1094983412.
Recipe 1900, score: 0949834127.
Recipe 1901, score: 9498341272.
Recipe 1902, score: 4983412721.
Recipe 1903, score: 9834127211.
Recipe 1904, score: 8341272118.
Recipe 1905, score: 3412721182.
Recipe 1906, score: 4127211825.
Recipe 1907, score: 1272118251.
Recipe 1908, score: 2721182511.
Recipe 1909, score: 7211825111.
Recipe 1910, score: 2118251111.
Recipe 1911, score: 1182511114.
Recipe 1912, score: 1825111145.
Recipe 1913, score: 8251111451.
Recipe 1914, score: 2511114514.
Recipe 1915, score: 5111145142.
Recipe 1916, score: 1111451425.
Recipe 1917, score: 1114514252.
Recipe 1918, score: 1145142526.
Recipe 1919, score: 1451425267.
Recipe 1920, score: 4514252673.
Recipe 1921, score: 5142526738.
Recipe 1922, score: 1425267381.
Recipe 1923, score: 4252673811.
Recipe 1924, score: 2526738111.
Recipe 1925, score: 5267381110.
Recipe 1926, score: 2673811109.
Recipe 1927, score: 6738111091.
Recipe 1928, score: 7381110910.
Recipe 1929, score: 3811109109.
Recipe 1930, score: 8111091091.
Recipe 1931, score: 1110910910.
Recipe 1932, score: 1109109109.
Recipe 1933, score: 1091091096.
Recipe 1934, score: 0910910961.
Recipe 1935, score: 9109109614.
Recipe 1936, score: 1091096143.
Recipe 1937, score: 0910961433.
Recipe 1938, score: 9109614339.
Recipe 1939, score: 1096143392.
Recipe 1940, score: 0961433921.
Recipe 1941, score: 9614339212.
Recipe 1942, score: 6143392122.
Recipe 1943, score: 1433921221.
Recipe 1944, score: 4339212210.
Recipe 1945, score: 3392122105.
Recipe 1946, score: 3921221053.
Recipe 1947, score: 9212210536.
Recipe 1948, score: 2122105369.
Recipe 1949, score: 1221053694.
Recipe 1950, score: 2210536948.
Recipe 1951, score: 2105369488.
Recipe 1952, score: 1053694887.
Recipe 1953, score: 0536948872.
Recipe 1954, score: 5369488722.
Recipe 1955, score: 3694887224.
Recipe 1956, score: 6948872243.
Recipe 1957, score: 9488722432.
Recipe 1958, score: 4887224329.
Recipe 1959, score: 8872243291.
Recipe 1960, score: 8722432910.
Recipe 1961, score: 7224329101.
Recipe 1962, score: 2243291011.
Recipe 1963, score: 2432910116.
Recipe 1964, score: 4329101164.
Recipe 1965, score: 3291011648.
Recipe 1966, score: 2910116485.
Recipe 1967, score: 9101164858.
Recipe 1968, score: 1011648581.
Recipe 1969, score: 0116485811.
Recipe 1970, score: 1164858111.
Recipe 1971, score: 1648581118.
Recipe 1972, score: 6485811182.
Recipe 1973, score: 4858111821.
Recipe 1974, score: 8581118216.
Recipe 1975, score: 5811182161.
Recipe 1976, score: 8111821615.
Recipe 1977, score: 1118216152.
Recipe 1978, score: 1182161521.
Recipe 1979, score: 1821615218.
Recipe 1980, score: 8216152187.
Recipe 1981, score: 2161521876.
Recipe 1982, score: 1615218761.
Recipe 1983, score: 6152187611.
Recipe 1984, score: 1521876115.
Recipe 1985, score: 5218761151.
Recipe 1986, score: 2187611513.
Recipe 1987, score: 1876115131.
Recipe 1988, score: 8761151317.
Recipe 1989, score: 7611513175.
Recipe 1990, score: 6115131753.
Recipe 1991, score: 1151317531.
Recipe 1992, score: 1513175311.
Recipe 1993, score: 5131753118.
Recipe 1994, score: 1317531181.
Recipe 1995, score: 3175311818.
Recipe 1996, score: 1753118182.
Recipe 1997, score: 7531181825.
Recipe 1998, score: 5311818252.
Recipe 1999, score: 3118182521.
Recipe 2000, score: 1181825212.
Recipe 2001, score: 1818252123.
Recipe 2002, score: 8182521237.
Recipe 2003, score: 1825212376.
Recipe 2004, score: 8252123769.
Recipe 2005, score: 2521237691.
Recipe 2006, score: 5212376912.
Recipe 2007, score: 2123769122.
Recipe 2008, score: 1237691221.
Recipe 2009, score: 2376912215.
Recipe 2010, score: 3769122159.
Recipe 2011, score: 7691221594.
Recipe 2012, score: 6912215941.
Recipe 2013, score: 9122159414.
Recipe 2014, score: 1221594142.
Recipe 2015, score: 2215941429.
Recipe 2016, score: 2159414298.
Recipe 2017, score: 1594142988.
Recipe 2018, score: 5941429882.
Recipe 2019, score: 9414298823.
Recipe 2020, score: 4142988238.
Recipe 2021, score: 1429882381.
Recipe 2022, score: 4298823810.
Recipe 2023, score: 2988238105.
Recipe 2024, score: 9882381052.
Recipe 2025, score: 8823810523.
Recipe 2026, score: 8238105231.
Recipe 2027, score: 2381052315.
Recipe 2028, score: 3810523152.
Recipe 2029, score: 8105231521.
Recipe 2030, score: 1052315210.
Recipe 2031, score: 0523152103.
Recipe 2032, score: 5231521032.
Recipe 2033, score: 2315210321.
Recipe 2034, score: 3152103210.
Recipe 2035, score: 1521032102.
Recipe 2036, score: 5210321024.
Recipe 2037, score: 2103210241.
Recipe 2038, score: 1032102411.
Recipe 2039, score: 0321024111.
Recipe 2040, score: 3210241111.
Recipe 2041, score: 2102411115.
Recipe 2042, score: 1024111156.
Recipe 2043, score: 0241111568.
Recipe 2044, score: 2411115685.
Recipe 2045, score: 4111156856.
Recipe 2046, score: 1111568569.
Recipe 2047, score: 1115685697.
Recipe 2048, score: 1156856972.
Recipe 2049, score: 1568569721.
Recipe 2050, score: 5685697215.
Recipe 2051, score: 6856972152.
Recipe 2052, score: 8569721523.
Recipe 2053, score: 5697215232.
Recipe 2054, score: 6972152327.
Recipe 2055, score: 9721523278.
Recipe 2056, score: 7215232788.
Recipe 2057, score: 2152327884.
Recipe 2058, score: 1523278847.
Recipe 2059, score: 5232788474.
Recipe 2060, score: 2327884741.
Recipe 2061, score: 3278847410.
Recipe 2062, score: 2788474103.
Recipe 2063, score: 7884741031.
Recipe 2064, score: 8847410310.
Recipe 2065, score: 8474103109.
Recipe 2066, score: 4741031096.
Recipe 2067, score: 7410310961.
Recipe 2068, score: 4103109611.
Recipe 2069, score: 1031096113.
Recipe 2070, score: 0310961133.
Recipe 2071, score: 3109611339.
Recipe 2072, score: 1096113391.
Recipe 2073, score: 0961133912.
Recipe 2074, score: 9611339124.
Recipe 2075, score: 6113391247.
Recipe 2076, score: 1133912479.
Recipe 2077, score: 1339124795.
Recipe 2078, score: 3391247958.
Recipe 2079, score: 3912479583.
Recipe 2080, score: 9124795831.
Recipe 2081, score: 1247958316.
Recipe 2082, score: 2479583164.
Recipe 2083, score: 4795831643.
Recipe 2084, score: 7958316435.
Recipe 2085, score: 9583164351.
Recipe 2086, score: 5831643516.
Recipe 2087, score: 8316435161.
Recipe 2088, score: 3164351611.
Recipe 2089, score: 1643516119.
Recipe 2090, score: 6435161198.
Recipe 2091, score: 4351611981.
Recipe 2092, score: 3516119815.
Recipe 2093, score: 5161198155.
Recipe 2094, score: 1611981551.
Recipe 2095, score: 6119815512.
Recipe 2096, score: 1198155126.
Recipe 2097, score: 1981551265.
Recipe 2098, score: 9815512658.
Recipe 2099, score: 8155126585.
Recipe 2100, score: 1551265851.
Recipe 2101, score: 5512658514.
Recipe 2102, score: 5126585143.
Recipe 2103, score: 1265851437.
Recipe 2104, score: 2658514371.
Recipe 2105, score: 6585143713.
Recipe 2106, score: 5851437137.
Recipe 2107, score: 8514371371.
Recipe 2108, score: 5143713710.
Recipe 2109, score: 1437137102.
Recipe 2110, score: 4371371026.
Recipe 2111, score: 3713710264.
Recipe 2112, score: 7137102646.
Recipe 2113, score: 1371026469.
Recipe 2114, score: 3710264692.
Recipe 2115, score: 7102646921.
Recipe 2116, score: 1026469210.
Recipe 2117, score: 0264692106.
Recipe 2118, score: 2646921066.
Recipe 2119, score: 6469210669.
Recipe 2120, score: 4692106691.
Recipe 2121, score: 6921066910.
Recipe 2122, score: 9210669108.
Recipe 2123, score: 2106691089.
Recipe 2124, score: 1066910891.
Recipe 2125, score: 0669108917.
Recipe 2126, score: 6691089171.
Recipe 2127, score: 6910891712.
Recipe 2128, score: 9108917121.
Recipe 2129, score: 1089171217.
Recipe 2130, score: 0891712171.
Recipe 2131, score: 8917121718.
Recipe 2132, score: 9171217183.
Recipe 2133, score: 1712171831.
Recipe 2134, score: 7121718310.
Recipe 2135, score: 1217183101.
Recipe 2136, score: 2171831016.
Recipe 2137, score: 1718310162.
Recipe 2138, score: 7183101621.
Recipe 2139, score: 1831016210.
Recipe 2140, score: 8310162106.
Recipe 2141, score: 3101621062.
Recipe 2142, score: 1016210624.
Recipe 2143, score: 0162106248.
Recipe 2144, score: 1621062481.
Recipe 2145, score: 6210624817.
Recipe 2146, score: 2106248178.
Recipe 2147, score: 1062481784.
Recipe 2148, score: 0624817840.
Recipe 2149, score: 6248178403.
Recipe 2150, score: 2481784032.
Recipe 2151, score: 4817840329.
Recipe 2152, score: 8178403299.
Recipe 2153, score: 1784032991.
Recipe 2154, score: 7840329915.
Recipe 2155, score: 8403299152.
Recipe 2156, score: 4032991521.
Recipe 2157, score: 0329915210.
Recipe 2158, score: 3299152109.
Recipe 2159, score: 2991521091.
Recipe 2160, score: 9915210910.
Recipe 2161, score: 9152109101.
Recipe 2162, score: 1521091019.
Recipe 2163, score: 5210910191.
Recipe 2164, score: 2109101910.
Recipe 2165, score: 1091019107.
Recipe 2166, score: 0910191072.
Recipe 2167, score: 9101910724.
Recipe 2168, score: 1019107248.
Recipe 2169, score: 0191072484.
Recipe 2170, score: 1910724841.
Recipe 2171, score: 9107248415.
Recipe 2172, score: 1072484157.
Recipe 2173, score: 0724841571.
Recipe 2174, score: 7248415711.
Recipe 2175, score: 2484157111.
Recipe 2176, score: 4841571110.
Recipe 2177, score: 8415711101.
Recipe 2178, score: 4157111015.
Recipe 2179, score: 1571110159.
Recipe 2180, score: 5711101599.
Recipe 2181, score: 7111015992.
Recipe 2182, score: 1110159925.
Recipe 2183, score: 1101599251.
Recipe 2184, score: 1015992516.
Recipe 2185, score: 0159925161.
Recipe 2186, score: 1599251613.
Recipe 2187, score: 5992516135.
Recipe 2188, score: 9925161351.
Recipe 2189, score: 9251613512.
Recipe 2190, score: 2516135121.
Recipe 2191, score: 5161351213.
Recipe 2192, score: 1613512131.
Recipe 2193, score: 6135121310.
Recipe 2194, score: 1351213103.
Recipe 2195, score: 3512131031.
Recipe 2196, score: 5121310313.
Recipe 2197, score: 1213103135.
Recipe 2198, score: 2131031351.
Recipe 2199, score: 1310313515.
Recipe 2200, score: 3103135152.
Recipe 2201, score: 1031351525.
Recipe 2202, score: 0313515252.
Recipe 2203, score: 3135152521.
Recipe 2204, score: 1351525215.
Recipe 2205, score: 3515252153.
Recipe 2206, score: 5152521538.
Recipe 2207, score: 1525215382.
Recipe 2208, score: 5252153821.
Recipe 2209, score: 2521538212.
Recipe 2210, score: 5215382126.
Recipe 2211, score: 2153821261.
Recipe 2212, score: 1538212619.
Recipe 2213, score: 5382126198.
Recipe 2214, score: 3821261989.
Recipe 2215, score: 8212619893.
Recipe 2216, score: 2126198931.
Recipe 2217, score: 1261989313.
Recipe 2218, score: 2619893132.
Recipe 2219, score: 6198931321.
Recipe 2220, score: 1989313210.
Recipe 2221, score: 9893132101.
Recipe 2222, score: 8931321019.
Recipe 2223, score: 9313210192.
Recipe 2224, score: 3132101928.
Recipe 2225, score: 1321019281.
Recipe 2226, score: 3210192810.
Recipe 2227, score: 2101928101.
Recipe 2228, score: 1019281011.
Recipe 2229, score: 0192810119.
Recipe 2230, score: 1928101191.
Recipe 2231, score: 9281011910.
Recipe 2232, score: 2810119104.
Recipe 2233, score: 8101191047.
Recipe 2234, score: 1011910478.
Recipe 2235, score: 0119104781.
Recipe 2236, score: 1191047818.
Recipe 2237, score: 1910478181.
Recipe 2238, score: 9104781810.
Recipe 2239, score: 1047818108.
Recipe 2240, score: 0478181081.
Recipe 2241, score: 4781810812.
Recipe 2242, score: 7818108127.
Recipe 2243, score: 8181081279.
Recipe 2244, score: 1810812791.
Recipe 2245, score: 8108127915.
Recipe 2246, score: 1081279159.
Recipe 2247, score: 0812791591.
Recipe 2248, score: 8127915918.
Recipe 2249, score: 1279159183.
Recipe 2250, score: 2791591837.
Recipe 2251, score: 7915918373.
Recipe 2252, score: 9159183731.
Recipe 2253, score: 1591837310.
Recipe 2254, score: 5918373101.
Recipe 2255, score: 9183731012.
Recipe 2256, score: 1837310126.
Recipe 2257, score: 8373101262.
Recipe 2258, score: 3731012628.
Recipe 2259, score: 7310126282.
Recipe 2260, score: 3101262829.
Recipe 2261, score: 1012628292.
Recipe 2262, score: 0126282924.
Recipe 2263, score: 1262829248.
Recipe 2264, score: 2628292481.
Recipe 2265, score: 6282924810.
Recipe 2266, score: 2829248103.
Recipe 2267, score: 8292481036.
Recipe 2268, score: 2924810366.
Recipe 2269, score: 9248103661.
Recipe 2270, score: 2481036611.
Recipe 2271, score: 4810366110.
Recipe 2272, score: 8103661101.
Recipe 2273, score: 1036611011.
Recipe 2274, score: 0366110119.
Recipe 2275, score: 3661101191.
Recipe 2276, score: 6611011910.
Recipe 2277, score: 6110119104.
Recipe 2278, score: 1101191043.
Recipe 2279, score: 1011910435.
Recipe 2280, score: 0119104351.
Recipe 2281, score: 1191043510.
Recipe 2282, score: 1910435101.
Recipe 2283, score: 9104351012.
Recipe 2284, score: 1043510122.
Recipe 2285, score: 0435101226.
Recipe 2286, score: 4351012261.
Recipe 2287, score: 3510122613.
Recipe 2288, score: 5101226134.
Recipe 2289, score: 1012261347.
Recipe 2290, score: 0122613473.
Recipe 2291, score: 1226134731.
Recipe 2292, score: 2261347310.
Recipe 2293, score: 2613473101.
Recipe 2294, score: 6134731012.
Recipe 2295, score: 1347310126.
Recipe 2296, score: 3473101266.
Recipe 2297, score: 4731012661.
Recipe 2298, score: 7310126612.
Recipe 2299, score: 3101266123.
Recipe 2300, score: 1012661231.
Recipe 2301, score: 0126612315.
Recipe 2302, score: 1266123151.
Recipe 2303, score: 2661231518.
Recipe 2304, score: 6612315188.
Recipe 2305, score: 6123151883.
Recipe 2306, score: 1231518831.
Recipe 2307, score: 2315188313.
Recipe 2308, score: 3151883139.
Recipe 2309, score: 1518831391.
Recipe 2310, score: 5188313916.
Recipe 2311, score: 1883139161.
Recipe 2312, score: 8831391611.
Recipe 2313, score: 8313916118.
Recipe 2314, score: 3139161181.
Recipe 2315, score: 1391611818.
Recipe 2316, score: 3916118182.
Recipe 2317, score: 9161181821.
Recipe 2318, score: 1611818210.
Recipe 2319, score: 6118182104.
Recipe 2320, score: 1181821042.
Recipe 2321, score: 1818210427.
Recipe 2322, score: 8182104273.
Recipe 2323, score: 1821042739.
Recipe 2324, score: 8210427399.
Recipe 2325, score: 2104273991.
Recipe 2326, score: 1042739912.
Recipe 2327, score: 0427399121.
Recipe 2328, score: 4273991215.
Recipe 2329, score: 2739912154.
Recipe 2330, score: 7399121542.
Recipe 2331, score: 3991215429.
Recipe 2332, score: 9912154299.
Recipe 2333, score: 9121542993.
Recipe 2334, score: 1215429931.
Recipe 2335, score: 2154299310.
Recipe 2336, score: 1542993102.
Recipe 2337, score: 5429931028.
Recipe 2338, score: 4299310281.
Recipe 2339, score: 2993102810.
Recipe 2340, score: 9931028101.
Recipe 2341, score: 9310281011.
Recipe 2342, score: 3102810118.
Recipe 2343, score: 1028101182.
Recipe 2344, score: 0281011822.
Recipe 2345, score: 2810118228.
Recipe 2346, score: 8101182283.
Recipe 2347, score: 1011822831.
Recipe 2348, score: 0118228312.
Recipe 2349, score: 1182283121.
Recipe 2350, score: 1822831217.
Recipe 2351, score: 8228312174.
Recipe 2352, score: 2283121749.
Recipe 2353, score: 2831217491.
Recipe 2354, score: 8312174911.
Recipe 2355, score: 3121749112.
Recipe 2356, score: 1217491122.
Recipe 2357, score: 2174911224.
Recipe 2358, score: 1749112248.
Recipe 2359, score: 7491122489.
Recipe 2360, score: 4911224891.
Recipe 2361, score: 9112248910.
Recipe 2362, score: 1122489103.
Recipe 2363, score: 1224891031.
Recipe 2364, score: 2248910314.
Recipe 2365, score: 2489103141.
Recipe 2366, score: 4891031410.
Recipe 2367, score: 8910314102.
Recipe 2368, score: 9103141025.
Recipe 2369, score: 1031410251.
Recipe 2370, score: 0314102512.
Recipe 2371, score: 3141025121.
Recipe 2372, score: 1410251214.
Recipe 2373, score: 4102512141.
Recipe 2374, score: 1025121410.
Recipe 2375, score: 0251214101.
Recipe 2376, score: 2512141019.
Recipe 2377, score: 5121410195.
Recipe 2378, score: 1214101958.
Recipe 2379, score: 2141019584.
Recipe 2380, score: 1410195846.
Recipe 2381, score: 4101958469.
Recipe 2382, score: 1019584691.
Recipe 2383, score: 0195846911.
Recipe 2384, score: 1958469110.
Recipe 2385, score: 9584691103.
Recipe 2386, score: 5846911036.
Recipe 2387, score: 8469110361.
Recipe 2388, score: 4691103613.
Recipe 2389, score: 6911036137.
Recipe 2390, score: 9110361371.
Recipe 2391, score: 1103613711.
Recipe 2392, score: 1036137116.
Recipe 2393, score: 0361371162.
Recipe 2394, score: 3613711622.
Recipe 2395, score: 6137116221.
Recipe 2396, score: 1371162212.
Recipe 2397, score: 3711622121.
Recipe 2398, score: 7116221212.
Recipe 2399, score: 1162212128.
Recipe 2400, score: 1622121281.
Recipe 2401, score: 6221212812.
Recipe 2402, score: 2212128126.
Recipe 2403, score: 2121281261.
Recipe 2404, score: 1212812612.
Recipe 2405, score: 2128126129.
Recipe 2406, score: 1281261292.
Recipe 2407, score: 2812612921.
Recipe 2408, score: 8126129216.
Recipe 2409, score: 1261292169.
Recipe 2410, score: 2612921692.
Recipe 2411, score: 6129216922.
Recipe 2412, score: 1292169221.
Recipe 2413, score: 2921692210.
Recipe 2414, score: 9216922101.
Recipe 2415, score: 2169221011.
Recipe 2416, score: 1692210112.
Recipe 2417, score: 6922101121.
Recipe 2418, score: 9221011211.
Recipe 2419, score: 2210112111.
Recipe 2420, score: 2101121114.
Recipe 2421, score: 1011211142.
Recipe 2422, score: 0112111421.
Recipe 2423, score: 1121114214.
Recipe 2424, score: 1211142149.
Recipe 2425, score: 2111421498.
Recipe 2426, score: 1114214984.
Recipe 2427, score: 1142149848.
Recipe 2428, score: 1421498489.
Recipe 2429, score: 4214984891.
Recipe 2430, score: 2149848915.
Recipe 2431, score: 1498489154.
Recipe 2432, score: 4984891549.
Recipe 2433, score: 9848915492.
Recipe 2434, score: 8489154922.
Recipe 2435, score: 4891549228.
Recipe 2436, score: 8915492286.
Recipe 2437, score: 9154922861.
Recipe 2438, score: 1549228610.
Recipe 2439, score: 5492286102.
Recipe 2440, score: 4922861021.
Recipe 2441, score: 9228610211.
Recipe 2442, score: 2286102111.
Recipe 2443, score: 2861021112.
Recipe 2444, score: 8610211129.
Recipe 2445, score: 6102111299.
Recipe 2446, score: 1021112998.
Recipe 2447, score: 0211129982.
Recipe 2448, score: 2111299826.
Recipe 2449, score: 1112998266.
Recipe 2450, score: 1129982669.
Recipe 2451, score: 1299826692.
Recipe 2452, score: 2998266923.
Recipe 2453, score: 9982669231.
Recipe 2454, score: 9826692317.
Recipe 2455, score: 8266923176.
Recipe 2456, score: 2669231765.
Recipe 2457, score: 6692317651.
Recipe 2458, score: 6923176514.
Recipe 2459, score: 9231765148.
Recipe 2460, score: 2317651483.
Recipe 2461, score: 3176514831.
Recipe 2462, score: 1765148310.
Recipe 2463, score: 7651483102.
Recipe 2464, score: 6514831028.
Recipe 2465, score: 5148310284.
Recipe 2466, score: 1483102843.
